,model,step,restart,candidate,result,best_f,steps_to_best_f
52,BoBn,52,0,"{'x3': 1.2850134011095604, 'x1': 2.2032268620862268, 'x4': 1.923017800979063, 'x5': 0.9970374674523218, 'x2': 1.578300618619902}",4.535445690155029,4.537860870361328,32
53,BoBn,53,0,"{'x3': 1.2850150565196459, 'x1': 2.2032224761126917, 'x4': 1.923018704629469, 'x5': 0.997037739926741, 'x2': 1.5709064878805126}",4.537792205810547,4.537860870361328,32
54,BoBn,54,0,"{'x3': 1.2850163194209365, 'x1': 2.203219752976822, 'x4': 1.9230195796804288, 'x5': 0.9970378100693742, 'x2': 1.5709082432294512}",4.537654399871826,4.537860870361328,32
55,BoBn,55,0,"{'x3': 1.2850175610937546, 'x1': 2.203216785237103, 'x4': 1.923019814293841, 'x5': 0.9970379199200461, 'x2': 1.5709089672742167}",4.537896156311035,4.537896156311035,55
56,BoBn,56,0,"{'x3': 1.2850190087294608, 'x1': 2.203207370043383, 'x4': 1.92302132123267, 'x5': 0.9970378790589128, 'x2': 1.5709098368144778}",4.537690162658691,4.537896156311035,55
57,BoBn,57,0,"{'x3': 1.2850202016904844, 'x1': 2.203246652657101, 'x4': 1.9230221413758264, 'x5': 0.997037874125533, 'x2': 1.5719399162662053}",4.53756856918335,4.537896156311035,55
58,BoBn,58,0,"{'x3': 1.2850214606259085, 'x1': 2.203211567479389, 'x4': 1.92302286670559, 'x5': 0.9970377428685916, 'x2': 1.5709111381401586}",4.53763484954834,4.537896156311035,55
59,BoBn,59,0,"{'x3': 1.285022635198627, 'x1': 2.2033869859430446, 'x4': 1.9230235686716322, 'x5': 0.9970375170940359, 'x2': 1.5709122890588785}",4.537725925445557,4.537896156311035,55
60,BoBn,60,0,"{'x3': 1.2850238660629456, 'x1': 2.2032043077164714, 'x4': 1.9230252018894656, 'x5': 0.9970376922846955, 'x2': 1.5709132635085843}",4.537613391876221,4.537896156311035,55
61,BoBn,61,0,"{'x3': 1.2850259788688811, 'x1': 2.2032240856736602, 'x4': 1.9230253188201658, 'x5': 0.9970371910511757, 'x2': 1.5709142865970551}",4.537559509277344,4.537896156311035,55
62,BoBn,62,0,"{'x3': 1.2850261990936285, 'x1': 2.2031982275897493, 'x4': 1.923026187989143, 'x5': 0.9970369816122239, 'x2': 1.5709159276707507}",4.537568092346191,4.537896156311035,55
63,BoBn,63,0,"{'x3': 1.2850274427454953, 'x1': 2.2031957119682914, 'x4': 1.9230268581908119, 'x5': 0.9970366634907145, 'x2': 1.5709163221713485}",4.5376973152160645,4.537896156311035,55
64,BoBn,64,0,"{'x3': 1.28502824597151, 'x1': 2.203213009716736, 'x4': 1.9230275529725687, 'x5': 0.9970364484384736, 'x2': 1.57091761802973}",4.537583351135254,4.537896156311035,55
65,BoBn,65,0,"{'x3': 1.2850293110214677, 'x1': 2.203191252023545, 'x4': 1.9230283129371522, 'x5': 0.9970361036406129, 'x2': 1.570918219845865}",4.537632465362549,4.537896156311035,55
66,BoBn,66,0,"{'x3': 1.2850302607838828, 'x1': 2.203222699263466, 'x4': 1.923028531360755, 'x5': 0.9970357100382768, 'x2': 1.5709198200950059}",4.537905216217041,4.537905216217041,66
67,BoBn,67,0,"{'x3': 1.2850312972426967, 'x1': 2.203236410694218, 'x4': 1.9230297766964732, 'x5': 0.9970352701878049, 'x2': 1.570920082276784}",4.537559986114502,4.537905216217041,66
68,BoBn,68,0,"{'x3': 1.2850323814379634, 'x1': 2.2031846378601054, 'x4': 1.9230303144687326, 'x5': 0.9970348429078176, 'x2': 1.5709208165989792}",4.537479877471924,4.537905216217041,66
69,BoBn,69,0,"{'x3': 1.2850330054586458, 'x1': 2.203222675717172, 'x4': 1.923030016123256, 'x5': 0.9970345271328955, 'x2': 1.57092073614499}",4.537731647491455,4.537905216217041,66
70,BoBn,70,0,"{'x3': 1.285034449675839, 'x1': 2.2031805280138, 'x4': 1.9230303923981478, 'x5': 0.9970340871512501, 'x2': 1.570922444076315}",4.53782844543457,4.537905216217041,66
71,BoBn,71,0,"{'x3': 1.2850344157701084, 'x1': 2.2031784810356596, 'x4': 1.923032324378993, 'x5': 0.9970335078108451, 'x2': 1.5709230815093338}",4.537693977355957,4.537905216217041,66
72,BoBn,72,0,"{'x3': 1.2850357364543916, 'x1': 2.2031767066651535, 'x4': 1.9230329537504562, 'x5': 0.9970331406965687, 'x2': 1.5714203458125076}",4.537585258483887,4.537905216217041,66
73,BoBn,73,0,"{'x3': 1.2850365474513787, 'x1': 2.2033082863910582, 'x4': 1.923033509883505, 'x5': 0.9970325923444511, 'x2': 1.570924023881535}",4.537472248077393,4.537905216217041,66
74,BoBn,74,0,"{'x3': 1.2850375218542651, 'x1': 2.2031729422821087, 'x4': 1.9230340382762479, 'x5': 0.9970321802127616, 'x2': 1.5709250520587432}",4.537679195404053,4.537905216217041,66
75,BoBn,75,0,"{'x3': 1.2850383463845247, 'x1': 2.20317167493705, 'x4': 1.9230337735209413, 'x5': 0.9970315231598763, 'x2': 1.5709253387988027}",4.537647724151611,4.537905216217041,66
76,BoBn,76,0,"{'x3': 1.2850389818341295, 'x1': 2.2038308508627718, 'x4': 1.9230353671438574, 'x5': 0.9970310778910917, 'x2': 1.5709259115439949}",4.5377020835876465,4.537905216217041,66
77,BoBn,77,0,"{'x3': 1.2850403138802133, 'x1': 2.203167289026745, 'x4': 1.923035913107323, 'x5': 0.9970304345199572, 'x2': 1.5709267753019334}",4.537502288818359,4.537905216217041,66
78,BoBn,78,0,"{'x3': 1.2850404993503495, 'x1': 2.2037146088284754, 'x4': 1.9230366369241674, 'x5': 0.9970299961802441, 'x2': 1.5709275224432404}",4.537709712982178,4.537905216217041,66
79,BoBn,79,0,"{'x3': 1.2850414115714437, 'x1': 2.203163826819582, 'x4': 1.9230372011343124, 'x5': 0.9970294460420616, 'x2': 1.570928638865924}",4.537697792053223,4.537905216217041,66
80,BoBn,80,0,"{'x3': 1.2850421178557212, 'x1': 2.2035763181201315, 'x4': 1.9230375825624255, 'x5': 0.9970291144578379, 'x2': 1.5709286399416647}",4.537647247314453,4.537905216217041,66
81,BoBn,81,0,"{'x3': 1.2850426096417995, 'x1': 2.203514148698987, 'x4': 1.9230381967145427, 'x5': 0.9970282712310187, 'x2': 1.570929399448204}",4.537744045257568,4.537905216217041,66
82,BoBn,82,0,"{'x3': 1.2850433963330457, 'x1': 2.2034873242101485, 'x4': 1.9230389119890363, 'x5': 0.9970276143389979, 'x2': 1.570929863468471}",4.537734508514404,4.537905216217041,66
83,BoBn,83,0,"{'x3': 1.2850440723246113, 'x1': 2.203157485924346, 'x4': 1.9230387523330499, 'x5': 0.997027047773547, 'x2': 1.5709305121401589}",4.537609577178955,4.537905216217041,66
84,BoBn,84,0,"{'x3': 1.2850446122555919, 'x1': 2.203428130020942, 'x4': 1.9230392667758593, 'x5': 0.9970265129603615, 'x2': 1.5709309476160285}",4.537789821624756,4.537905216217041,66
85,BoBn,85,0,"{'x3': 1.2850453896122769, 'x1': 2.2034293704582013, 'x4': 1.9230401839551245, 'x5': 0.9970259698867475, 'x2': 1.570931479295905}",4.537596225738525,4.537905216217041,66
86,BoBn,86,0,"{'x3': 1.2850460360744722, 'x1': 2.2031531325612708, 'x4': 1.9230406264171498, 'x5': 0.9970253967087416, 'x2': 1.5709323315701194}",4.537602424621582,4.537905216217041,66
87,BoBn,87,0,"{'x3': 1.2850465353299358, 'x1': 2.2033961454922815, 'x4': 1.923041116476715, 'x5': 0.9970248076912037, 'x2': 1.5709325229358986}",4.537516117095947,4.537905216217041,66
88,BoBn,88,0,"{'x3': 1.2850470287623081, 'x1': 2.203150429771248, 'x4': 1.9230439328531854, 'x5': 0.9970242530127623, 'x2': 1.5709328738783055}",4.537771701812744,4.537905216217041,66
89,BoBn,89,0,"{'x3': 1.2850478746608252, 'x1': 2.2031490864464, 'x4': 1.923042043731356, 'x5': 0.9970235729139519, 'x2': 1.5709333276431456}",4.537718296051025,4.537905216217041,66
90,BoBn,90,0,"{'x3': 1.2850484327609042, 'x1': 2.2033428303939564, 'x4': 1.9230423712635776, 'x5': 0.9970231356655456, 'x2': 1.5709351578338193}",4.537418365478516,4.537905216217041,66
91,BoBn,91,0,"{'x3': 1.2850487289261117, 'x1': 2.2033288430822924, 'x4': 1.9230433539929415, 'x5': 0.997022389399639, 'x2': 1.570929024959803}",4.537542343139648,4.537905216217041,66
92,BoBn,92,0,"{'x3': 1.2850492511502523, 'x1': 2.203317643129706, 'x4': 1.9230430372688712, 'x5': 0.9970218429201487, 'x2': 1.570934763249884}",4.537631511688232,4.537905216217041,66
93,BoBn,93,0,"{'x3': 1.2850498796358043, 'x1': 2.2033079642488116, 'x4': 1.9230438614821808, 'x5': 0.9970211889201536, 'x2': 1.5709350468674863}",4.537724018096924,4.537905216217041,66
94,BoBn,94,0,"{'x3': 1.2850508120848587, 'x1': 2.2033006014486376, 'x4': 1.9230442339192235, 'x5': 0.9970205390263566, 'x2': 1.5709351611311302}",4.537641525268555,4.537905216217041,66
95,BoBn,95,0,"{'x3': 1.2850506465559872, 'x1': 2.20314220674388, 'x4': 1.9230445628335506, 'x5': 0.9970199250549446, 'x2': 1.5709358261446178}",4.537529945373535,4.537905216217041,66
96,BoBn,96,0,"{'x3': 1.2850513831918657, 'x1': 2.2033028210238617, 'x4': 1.9230458606474936, 'x5': 0.9970194968307352, 'x2': 1.5709362542591638}",4.537693500518799,4.537905216217041,66
97,BoBn,97,0,"{'x3': 1.2850519156645488, 'x1': 2.203139466650709, 'x4': 1.9230454722272838, 'x5': 0.9970187608844954, 'x2': 1.570936421070679}",4.537660121917725,4.537905216217041,66
98,BoBn,98,0,"{'x3': 1.285052419157102, 'x1': 2.203138285415209, 'x4': 1.9230379908128432, 'x5': 0.9970180961477993, 'x2': 1.5709368633982979}",4.537711143493652,4.537905216217041,66
99,BoBn,99,0,"{'x3': 1.2850527403098493, 'x1': 2.2031372060700325, 'x4': 1.9230464769999585, 'x5': 0.9970175267833596, 'x2': 1.5709379899348612}",4.5374755859375,4.537905216217041,66
100,BoBn,0,1,"{'x3': 1.2850535240878755, 'x1': 2.2031360742751374, 'x4': 1.9230467130911513, 'x5': 0.9970167400593601, 'x2': 1.5709375033966047}",4.537533283233643,4.537533283233643,0
101,BoBn,1,1,"{'x3': 1.2850535389462427, 'x1': 2.2031351807585935, 'x4': 1.9230469269412698, 'x5': 0.9970170045182257, 'x2': 1.5709378978268542}",4.537685871124268,4.537685871124268,1
102,BoBn,2,1,"{'x3': 1.2850540893803584, 'x1': 2.2031503773659207, 'x4': 1.9230473408921798, 'x5': 0.9970156591580569, 'x2': 1.57093813893073}",4.53765869140625,4.537685871124268,1
103,BoBn,3,1,"{'x3': 1.2850545268935776, 'x1': 2.2031324882547048, 'x4': 1.923046980489608, 'x5': 0.9970161756641228, 'x2': 1.5709384629139276}",4.537689685821533,4.537689685821533,3
104,BoBn,4,1,"{'x3': 1.285055103580267, 'x1': 2.2031320053402195, 'x4': 1.9230480755951653, 'x5': 0.9200425721202984, 'x2': 1.5709387218233177}",4.179502964019775,4.537689685821533,3
105,BoBn,5,1,"{'x3': 1.2850553966393499, 'x1': 2.203130908737991, 'x4': 1.923049312562492, 'x5': 0.9968851674709276, 'x2': 1.5709389978714665}",4.537630081176758,4.537689685821533,3
106,BoBn,6,1,"{'x3': 1.2850558048200205, 'x1': 2.203130034977787, 'x4': 1.9230490883188138, 'x5': 0.9968845612293626, 'x2': 1.5709421185510362}",4.537696838378906,4.537696838378906,6
107,BoBn,7,1,"{'x3': 1.2850562158369658, 'x1': 2.2031290887028114, 'x4': 1.923048453015087, 'x5': 0.9968839818094869, 'x2': 1.5709396391213248}",4.537474155426025,4.537696838378906,6
108,BoBn,8,1,"{'x3': 1.2850565322618552, 'x1': 2.203128095724138, 'x4': 1.9230496056437985, 'x5': 0.9968832271081264, 'x2': 1.5709397673438095}",4.537509918212891,4.537696838378906,6
109,BoBn,9,1,"{'x3': 1.285057005748786, 'x1': 2.2033104452881167, 'x4': 1.9230501364400252, 'x5': 0.996882774363623, 'x2': 1.57094013790929}",4.537735462188721,4.537735462188721,9
110,BoBn,10,1,"{'x3': 1.2850576480481422, 'x1': 2.203313052881342, 'x4': 1.9230502348642942, 'x5': 0.9968820637517374, 'x2': 1.5709402681297702}",4.5376667976379395,4.537735462188721,9
111,BoBn,11,1,"{'x3': 1.2850577804091836, 'x1': 2.203130832855281, 'x4': 1.9230505372694582, 'x5': 0.9968813016303517, 'x2': 1.5709405964371574}",4.537521839141846,4.537735462188721,9
112,BoBn,12,1,"{'x3': 1.285058145706477, 'x1': 2.2031262947324843, 'x4': 1.9230508492252139, 'x5': 0.9968807067853972, 'x2': 1.5709407742069996}",4.537576675415039,4.537735462188721,9
113,BoBn,13,1,"{'x3': 1.2850584570469465, 'x1': 2.203123780688588, 'x4': 1.9230513112021757, 'x5': 0.9968799920282326, 'x2': 1.5709412838993906}",4.537744045257568,4.537744045257568,13
114,BoBn,14,1,"{'x3': 1.2850588417944353, 'x1': 2.203321550800339, 'x4': 1.9230517864638113, 'x5': 0.9968794175774338, 'x2': 1.5709412245297012}",4.537581443786621,4.537744045257568,13
115,BoBn,15,1,"{'x3': 1.285059036170331, 'x1': 2.2033241497606557, 'x4': 1.9230519838818532, 'x5': 0.9968788585654503, 'x2': 1.5709415323110802}",4.5376505851745605,4.537744045257568,13
116,BoBn,16,1,"{'x3': 1.2850595372644533, 'x1': 2.2031214208906555, 'x4': 1.923052189778464, 'x5': 0.9968780878845042, 'x2': 1.5709417788791151}",4.5376973152160645,4.537744045257568,13
117,BoBn,17,1,"{'x3': 1.2850592489914703, 'x1': 2.203326220877479, 'x4': 1.9230524491809118, 'x5': 0.996877624872424, 'x2': 1.5709417887430548}",4.537689685821533,4.537744045257568,13
118,BoBn,18,1,"{'x3': 1.2850601378271134, 'x1': 2.2031184134262674, 'x4': 1.9230528340691795, 'x5': 0.9968769255447633, 'x2': 1.5709418263378134}",4.537666320800781,4.537744045257568,13
119,BoBn,19,1,"{'x3': 1.2850605126283003, 'x1': 2.203326375045837, 'x4': 1.9230530433195654, 'x5': 0.9968764416961754, 'x2': 1.5709422560585218}",4.5376105308532715,4.537744045257568,13
120,BoBn,20,1,"{'x3': 1.28506078476609, 'x1': 2.203118314414592, 'x4': 1.9230540617011296, 'x5': 0.9968764397470603, 'x2': 1.5709423409052088}",4.537657737731934,4.537744045257568,13
121,BoBn,21,1,"{'x3': 1.2850612311989322, 'x1': 2.203333636471548, 'x4': 1.923053611649579, 'x5': 0.9968753037552391, 'x2': 1.5709426286039228}",4.537498950958252,4.537744045257568,13
122,BoBn,22,1,"{'x3': 1.2850613554742656, 'x1': 2.2031182757191137, 'x4': 1.9230537399878247, 'x5': 0.9968746945787541, 'x2': 1.5709427637473543}",4.537759780883789,4.537759780883789,22
123,BoBn,23,1,"{'x3': 1.285061682394361, 'x1': 2.203116142785263, 'x4': 1.9230539245084552, 'x5': 0.9968739511341559, 'x2': 1.5709428622679658}",4.537613868713379,4.537759780883789,22
124,BoBn,24,1,"{'x3': 1.2850613897079166, 'x1': 2.2033054927337212, 'x4': 1.9230544333423745, 'x5': 0.9968733215197015, 'x2': 1.570943072319656}",4.537599086761475,4.537759780883789,22
125,BoBn,25,1,"{'x3': 1.2850622726716656, 'x1': 2.203114512802105, 'x4': 1.92305465749663, 'x5': 0.9968728537388764, 'x2': 1.5709436678816988}",4.537407398223877,4.537759780883789,22
126,BoBn,26,1,"{'x3': 1.2850622876887254, 'x1': 2.203114043180219, 'x4': 1.9230550714313006, 'x5': 0.9968723280579198, 'x2': 1.5709433339212302}",4.5374979972839355,4.537759780883789,22
127,BoBn,27,1,"{'x3': 1.285062780119877, 'x1': 2.203299473519855, 'x4': 1.923055263457772, 'x5': 0.9968717786280684, 'x2': 1.5709431097268902}",4.537590026855469,4.537759780883789,22
128,BoBn,28,1,"{'x3': 1.285063035875661, 'x1': 2.2031126774529346, 'x4': 1.923055433325898, 'x5': 0.9968711774479915, 'x2': 1.5709436382961464}",4.5377888679504395,4.5377888679504395,28
129,BoBn,29,1,"{'x3': 1.2850633255087778, 'x1': 2.203112057484122, 'x4': 1.9230557868183793, 'x5': 0.9968706445327867, 'x2': 1.5709438024336408}",4.5377373695373535,4.5377888679504395,28
130,BoBn,30,1,"{'x3': 1.2850634981197255, 'x1': 2.2031114041069717, 'x4': 1.9230559307383341, 'x5': 0.9968700704357721, 'x2': 1.5709439773967675}",4.537736415863037,4.5377888679504395,28
131,BoBn,31,1,"{'x3': 1.2850637732397756, 'x1': 2.20311089865792, 'x4': 1.9230563752071437, 'x5': 0.9968696300036697, 'x2': 1.5709444327539943}",4.537552356719971,4.5377888679504395,28
