,model,step,restart,candidate,result,best_f,steps_to_best_f,peak_memory,runtime_ms
666,BoTorch,66,1,"[2.3583131684099614, 1.787528523844143, 1.0146579003971157, 2.0079808750352637, 2.7007830551622245]",0.7521357347274267,2.0217322805851,8,38092288,0.2565779685974121
667,BoTorch,67,1,"[2.085169505519431, 1.4354485728924327, 0.749497937596183, 0.7985611918771973, 1.9770217737686635]",1.1166211393957575,2.0217322805851,8,38135296,0.17377614974975586
668,BoTorch,68,1,"[3.037382052542158, 2.5528741012905476, 0.40395094887036076, 2.5713877280125796, 2.0818677198034976]",0.03782370389588582,2.0217322805851,8,38178816,0.1638200283050537
669,BoTorch,69,1,"[2.8904711423736362, 0.889881631881192, 3.1130297211504843, 0.03604119689198382, 2.210199511331592]",0.7533483370677503,2.0217322805851,8,38220800,0.17921853065490723
670,BoTorch,70,1,"[2.1249534964979597, 1.0189391478302445, 2.7437413034324964, 3.041124881738738, 1.373803345028748]",0.7145451444296446,2.0217322805851,8,38262784,0.2572464942932129
671,BoTorch,71,1,"[0.6321147130530802, 1.576493128734796, 1.6988857769827548, 0.6662071069782272, 0.2082255624246354]",0.9987452194692672,2.0217322805851,8,38306304,0.2797207832336426
672,BoTorch,72,1,"[0.09772495216727628, 0.45451145303379126, 2.714279095096291, 3.1053591557586313, 0.0865068717770412]",0.00016357153930925047,2.0217322805851,8,38349824,0.19131135940551758
673,BoTorch,73,1,"[2.4439101255972306, 2.964229747739473, 2.529061735398744, 0.8986532947802439, 0.5339344949151947]",0.24670227162761513,2.0217322805851,8,38391808,0.22104763984680176
674,BoTorch,74,1,"[0.14133771293026176, 1.4913449977525717, 2.597702664044683, 2.4399539883095764, 1.1628953847168322]",1.1106963197137776,2.0217322805851,8,38435328,0.20653915405273438
675,BoTorch,75,1,"[1.4390546397256487, 0.8061230127135199, 2.38293343961103, 0.16558756156000776, 1.765592683986541]",0.5272024302972006,2.0217322805851,8,38477312,0.2035515308380127
676,BoTorch,76,1,"[2.259971157379679, 2.6531836435654386, 3.075784267617153, 1.9077977903284993, 0.1520048905407123]",1.9104153138502946,2.0217322805851,8,38520832,0.20046234130859375
677,BoTorch,77,1,"[1.4142585959866283, 0.035930176035858796, 2.092842206771739, 1.2053197146866923, 3.1108249543260316]",0.46985609364532815,2.0217322805851,8,38564352,0.19254422187805176
678,BoTorch,78,1,"[3.049599057312257, 0.8258379029464258, 2.1686220675872225, 1.9502080909135888, 2.6000467796717364]",1.581324667475753,2.0217322805851,8,38606336,0.17664694786071777
679,BoTorch,79,1,"[1.9547320218336406, 1.382621417542238, 3.074273152196796, 1.4795213248515549, 2.1548461480101144]",0.6196287468892218,2.0217322805851,8,38649856,0.18392562866210938
680,BoTorch,80,1,"[2.4174616807316616, 3.112575479222559, 1.9772720702814828, 1.0686781795817646, 0.9443212097315523]",1.691319717338007,2.0217322805851,8,38694400,0.17665815353393555
681,BoTorch,81,1,"[1.81198957396287, 2.1879875603080254, 2.35129145986937, 2.6781414538643302, 2.6024844635417432]",0.3976831457871071,2.0217322805851,8,38737920,0.22706937789916992
682,BoTorch,82,1,"[0.03503730151634854, 1.9554668163469424, 0.5935361870862654, 0.2175247009326986, 3.068622443704867]",0.00010710210069687286,2.0217322805851,8,38781440,0.22922730445861816
683,BoTorch,83,1,"[0.5313120210799449, 0.14748460813845177, 2.099409968893865, 2.1404323932068605, 2.1472285841417484]",0.11235706311853158,2.0217322805851,8,38824960,0.21931982040405273
684,BoTorch,84,1,"[0.08894900291813279, 2.830467147719572, 2.326213110969065, 0.43720980716077995, 0.3286470162810129]",0.15046980840692759,2.0217322805851,8,38868480,0.2307136058807373
685,BoTorch,85,1,"[0.07237452390334576, 2.1469428499003906, 0.19982991336996103, 1.4495291393163534, 0.41525008955362375]",9.4012985805922e-06,2.0217322805851,8,38912000,0.23960185050964355
686,BoTorch,86,1,"[0.6869120094938097, 2.092040454496086, 2.494571299008169, 0.014327925397155106, 1.7207055840267527]",0.9887886974787057,2.0217322805851,8,38953984,0.22760581970214844
687,BoTorch,87,1,"[2.1740398765886146, 1.5568672453661458, 2.9789369463625768, 0.23662544350965709, 1.4561267127839284]",1.7828406474641505,2.0217322805851,8,38999040,0.210951566696167
688,BoTorch,88,1,"[1.938614020085666, 3.08916415477833, 1.8226563536595919, 3.0310051573471455, 3.051505447356959]",0.22285707756946757,2.0217322805851,8,39042560,0.23823285102844238
689,BoTorch,89,1,"[1.8040745461756602, 1.8158372797594713, 1.838908171453837, 1.7820360065401997, 0.32938462544877756]",0.10734094634695512,2.0217322805851,8,39086080,0.22619915008544922
690,BoTorch,90,1,"[2.5656003185998477, 1.0867264930115395, 1.497316690960877, 1.4652931909510358, 2.8433799397542217]",0.06268760029863298,2.0217322805851,8,39129600,0.21626639366149902
691,BoTorch,91,1,"[1.798886631830986, 2.3782450708426204, 1.6839421473847727, 2.1999224237636694, 1.342324916607065]",0.04482830589959353,2.0217322805851,8,39173120,0.23514842987060547
692,BoTorch,92,1,"[2.8889595558936443, 0.6489754500339118, 1.9253793919162943, 2.937227336743576, 0.5725227053999637]",0.20275946616080878,2.0217322805851,8,40037888,0.2382955551147461
693,BoTorch,93,1,"[1.3533337060793837, 2.676360722634461, 2.632413149653029, 0.9736014427569772, 1.3107032304655652]",0.5687889671576509,2.0217322805851,8,40051712,0.22550344467163086
694,BoTorch,94,1,"[2.2172668532378315, 2.07789910634342, 3.1415927410125732, 0.8834223372421248, 0.7789835695139862]",0.8345459863379482,2.0217322805851,8,40064512,0.29732513427734375
695,BoTorch,95,1,"[1.1691168828974685, 0.8638928622214459, 0.7361423846150139, 0.791729013156558, 1.0884440525111516]",0.32433144398570346,2.0217322805851,8,40078848,0.21081256866455078
696,BoTorch,96,1,"[1.8550919840363567, 1.5575516072401796, 2.4212256490950756, 1.602951427816821, 2.141848983635813]",1.1181126545917985,2.0217322805851,8,40091648,0.20879673957824707
697,BoTorch,97,1,"[1.7049505439676893, 1.952257700642237, 0.6869922300718367, 1.2090875861156503, 1.7270692866261594]",1.38440191407595,2.0217322805851,8,40104448,0.2280101776123047
698,BoTorch,98,1,"[2.933011698262292, 1.140435934279892, 0.638907024329114, 0.9184825296192434, 1.0603706918246725]",0.601211336728419,2.0217322805851,8,40118784,0.1873629093170166
699,BoTorch,99,1,"[0.672270475413439, 2.0780549543432736, 1.2646948330251773, 1.0332953280279689, 0.9382650622601807]",2.0872169634855395,2.0872169634855395,99,40131584,0.19129276275634766
700,BoTorch,100,1,"[0.5805237322917745, 0.526748448004678, 2.955452142467018, 1.8361232493388724, 2.907718835826383]",0.17396409333990973,2.0872169634855395,99,40145920,0.24044322967529297
701,BoTorch,101,1,"[2.4002768869064015, 1.2601449879735482, 3.070718825851647, 2.953936582701412, 1.0823801544995804]",0.90134810856465,2.0872169634855395,99,40158720,0.21371698379516602
702,BoTorch,102,1,"[0.5236650320765135, 0.49887000652850455, 1.3018695427640625, 3.0875094012794446, 0.45044730557550317]",0.9421756678664274,2.0872169634855395,99,40641536,0.259432315826416
703,BoTorch,103,1,"[1.7233240904280611, 1.9137142174160682, 0.7121635503445023, 1.3720586688788639, 1.3893147360749292]",0.016843540966429864,2.0872169634855395,99,40680448,0.2173290252685547
704,BoTorch,104,1,"[1.170463853053092, 1.972322517963605, 0.10964632751785386, 0.31486652362186174, 2.4049022829014186]",-8.094041994073442e-05,2.0872169634855395,99,40719360,0.2148451805114746
705,BoTorch,105,1,"[1.5228366714349129, 2.25187350767188, 3.1357309568426217, 1.7406324715760968, 3.070492810853783]",0.0006315294536941531,2.0872169634855395,99,40756736,0.2675669193267822
706,BoTorch,106,1,"[0.1783640096258754, 2.9052892535969246, 1.8046245653529003, 1.1883506369157315, 1.1711103516803445]",0.5699419553715528,2.0872169634855395,99,40796672,0.21155285835266113
707,BoTorch,107,1,"[1.050124588862531, 0.977361434908941, 2.581806876633297, 2.924590772908341, 2.886610940330454]",0.19266652762059053,2.0872169634855395,99,40834048,0.21800804138183594
708,BoTorch,108,1,"[2.935584166630365, 1.4829861908278308, 2.942273637688401, 0.5671722169646165, 3.028018940624708]",0.7906726405571869,2.0872169634855395,99,40872960,0.20566105842590332
709,BoTorch,109,1,"[2.173147323911091, 1.1295930894615946, 0.392867535944742, 2.016989056684281, 1.7565153033846126]",1.544094990486637,2.0872169634855395,99,40911872,0.200270414352417
710,BoTorch,110,1,"[0.39427741743119693, 2.456439483866798, 0.0012198718293598976, 0.5051624328312698, 1.2553024598194917]",9.274110169813178e-05,2.0872169634855395,99,40949248,0.2189772129058838
711,BoTorch,111,1,"[0.8428536302503964, 3.1155560286001993, 0.6423511197939225, 0.3901899422805677, 1.9266969691210512]",-2.200155893889253e-05,2.0872169634855395,99,40988160,0.21970725059509277
712,BoTorch,112,1,"[1.114520325155326, 0.7146970670547126, 0.4292634231865866, 1.6987214707970277, 1.7240278974097456]",0.9848850574510373,2.0872169634855395,99,42074624,0.21150946617126465
713,BoTorch,113,1,"[2.525899149267763, 0.05549540096758232, 2.9129133128217433, 2.3904694282391903, 1.8140469283800453]",0.2590526253954429,2.0872169634855395,99,42103296,0.24303460121154785
714,BoTorch,114,1,"[2.864212651574274, 3.1050269504602745, 2.8347263987158486, 2.1134498281581795, 2.6621038921321007]",0.421854492751204,2.0872169634855395,99,42131968,0.23168253898620605
715,BoTorch,115,1,"[0.17844152673121672, 2.4003478764710917, 0.5886181899122356, 1.029898124940578, 2.082719972012652]",0.5257045275475181,2.0872169634855395,99,42160640,0.2448272705078125
716,BoTorch,116,1,"[1.8866511479832448, 0.27405412753751524, 0.16251150118415048, 2.7826111929495942, 2.055656636328731]",0.1308968640709478,2.0872169634855395,99,42189312,0.22327637672424316
717,BoTorch,117,1,"[0.6371287303208328, 1.986736562424647, 2.0422285957547173, 1.173632934540526, 2.6652129442373997]",0.8338738040163,2.0872169634855395,99,42217984,0.23711776733398438
718,BoTorch,118,1,"[2.7580142874767377, 2.093995744041867, 0.16905240705543, 0.545286642973617, 0.4692964262358257]",0.00011001079783776837,2.0872169634855395,99,42245120,0.25396013259887695
719,BoTorch,119,1,"[2.1449754737251023, 1.4034956967177514, 1.282134756844725, 0.42941089118475273, 1.9732479160787586]",2.0637884346534494,2.0872169634855395,99,42277888,0.30553340911865234
720,BoTorch,120,1,"[2.3834545778587457, 0.9916821451939284, 2.2389630767870763, 0.31785577151064337, 0.10311209255320142]",1.1315459522917433,2.0872169634855395,99,42306560,0.19485020637512207
721,BoTorch,121,1,"[0.7325885117744824, 1.7373679259038255, 2.180039330131165, 2.314899873606798, 0.7912476662817058]",0.9070088074999914,2.0872169634855395,99,42335232,0.17208385467529297
722,BoTorch,122,1,"[1.3746890922111776, 0.03312912378570343, 2.016053453252322, 0.29904866293289034, 0.4674423179588949]",0.00015574578379348844,2.0872169634855395,99,42363904,0.15920567512512207
723,BoTorch,123,1,"[1.390189192455309, 1.9855834055132304, 2.8405330718343844, 1.626689021037676, 0.2428599031448364]",0.23728494200464614,2.0872169634855395,99,42392576,0.16862821578979492
724,BoTorch,124,1,"[1.8814915820658995, 1.108921509294949, 1.8020731834866088, 1.4951000891288335, 0.02654614146345713]",0.12475231434271933,2.0872169634855395,99,42421248,0.20461726188659668
725,BoTorch,125,1,"[2.1737567931548907, 1.3672692914659423, 1.9455133116379775, 0.3721467958775926, 0.39923382205754865]",1.0094594482345354,2.0872169634855395,99,42449920,0.24975132942199707
726,BoTorch,126,1,"[2.6315568305315007, 0.26203082775568265, 1.8550237008701886, 2.9608100683780867, 2.653039370580447]",0.4479269508491189,2.0872169634855395,99,42478592,0.23331832885742188
727,BoTorch,127,1,"[0.5019656700071695, 0.8428147634417849, 2.1999451926212887, 2.1060683470901784, 3.016247198391114]",0.7823448946703633,2.0872169634855395,99,42508800,0.26212596893310547
728,BoTorch,128,1,"[2.0045103387883545, 0.3152737619905921, 0.9613992310149078, 0.49872346894626274, 2.658034592276194]",0.6357333026618089,2.0872169634855395,99,42537472,0.225480318069458
729,BoTorch,129,1,"[0.0631422114950031, 1.6023848776648253, 2.521325268471423, 3.0146620476105412, 0.9896221633758095]",1.7979170786860936,2.0872169634855395,99,42566144,0.2421128749847412
730,BoTorch,130,1,"[2.4747172881878896, 2.2982465784153794, 0.8990335393838245, 2.723137163791182, 1.2181169244865186]",0.1437939760106126,2.0872169634855395,99,42596352,0.25536084175109863
731,BoTorch,131,1,"[1.45707418048184, 2.6706914204532275, 2.3176476434531876, 2.758723018640814, 2.3532409416302147]",0.45995381497585675,2.0872169634855395,99,42626048,0.24356365203857422
732,BoTorch,132,1,"[0.18496360484629215, 1.0444188278359112, 0.13985218979949532, 1.6870198520805968, 0.5401238352297177]",0.00028919715739571884,2.0872169634855395,99,42656256,0.2598598003387451
733,BoTorch,133,1,"[1.9671476587002334, 3.0262297156922346, 3.0537722331321904, 0.1821722927049796, 1.579269568850501]",0.2880286438137818,2.0872169634855395,99,42684928,0.20762920379638672
734,BoTorch,134,1,"[0.05522947463756922, 0.9634134293475438, 2.539239830223324, 0.3655093812979382, 0.7100463655020561]",0.0007646695211467261,2.0872169634855395,99,42713600,0.19078731536865234
735,BoTorch,135,1,"[0.039517687215641084, 1.3629044353364206, 2.2035893362873313, 0.11058748126115958, 1.6860179345702597]",1.66583057285133,2.0872169634855395,99,42743808,0.1851210594177246
736,BoTorch,136,1,"[1.4143132125717195, 2.8333056067860554, 3.017359969984911, 1.5050145836632112, 1.3588045487884615]",0.05957683171670497,2.0872169634855395,99,42774016,0.19692301750183105
737,BoTorch,137,1,"[2.5481545694403462, 1.9231335522027049, 1.6553077546734463, 1.8583947147973956, 1.6484934586639055]",0.6071698233260171,2.0872169634855395,99,42802688,0.18169736862182617
738,BoTorch,138,1,"[0.33830090950733416, 0.12625928420503252, 2.4134158577857443, 1.6616970934499875, 0.6764118590967894]",0.00026911672211424754,2.0872169634855395,99,42832896,0.16983723640441895
739,BoTorch,139,1,"[2.899550664687692, 1.3923443751330034, 2.751136895808682, 2.7164858193051886, 1.2528261636886262]",0.31580862171856855,2.0872169634855395,99,42861568,0.1621544361114502
740,BoTorch,140,1,"[0.6549837717861051, 0.41014558202264184, 2.1912932286086493, 0.3336352452281466, 2.182658954201917]",1.079512645210728,2.0872169634855395,99,42891776,0.14673185348510742
741,BoTorch,141,1,"[1.4250995536405509, 2.557119846626741, 0.31817415223276635, 1.5330847200781539, 1.2970804286764026]",0.022745530414454897,2.0872169634855395,99,42921984,0.14750099182128906
742,BoTorch,142,1,"[1.535268968013056, 0.19643520602088294, 2.166816124426474, 0.4652870709128032, 1.429959818213894]",0.4881931497865402,2.0872169634855395,99,42950656,0.15688014030456543
743,BoTorch,143,1,"[0.6792133765549069, 2.119910516377268, 0.13913274714894452, 2.4887414708216307, 2.3158310326935085]",0.605904976376529,2.0872169634855395,99,42980864,0.14728617668151855
744,BoTorch,144,1,"[2.593450727639006, 1.04066247542423, 2.8240505840368177, 0.5369074663769735, 0.6352359717471723]",0.19286388014513903,2.0872169634855395,99,43012096,0.1500234603881836
745,BoTorch,145,1,"[0.10295365852080796, 0.24446119283810908, 0.7136689369775018, 0.1294835001505723, 1.601366666172468]",0.013907772202203005,2.0872169634855395,99,43042304,0.17987823486328125
746,BoTorch,146,1,"[2.010798028162247, 0.3311083555370198, 1.4245580632759502, 2.25221679896375, 0.5051890374601997]",0.6491501234088901,2.0872169634855395,99,43072512,0.18645811080932617
747,BoTorch,147,1,"[2.54833370961581, 0.05076688680012431, 0.433772827329707, 2.2780855800792956, 1.9903260895055985]",0.0427726066839611,2.0872169634855395,99,43102720,0.18246221542358398
748,BoTorch,148,1,"[2.596127355777221, 0.6347519799163592, 2.000769674710592, 3.1313590991869775, 0.3109904840271127]",0.015663384878424554,2.0872169634855395,99,43132928,0.16834759712219238
749,BoTorch,149,1,"[0.5620315343943638, 0.13951781060481228, 1.2626960538495258, 0.24769450520851888, 0.6200220709523607]",0.9308654388692857,2.0872169634855395,99,43163136,0.1491549015045166
750,BoTorch,0,2,"[0.9549523678495874, 0.0, 2.0652718723914045, 0.9209472918565507, 0.5909359990854779]",0.0754380375300722,1.188902735710144,0,37481472,0.321441650390625
751,BoTorch,1,2,"[1.4039984107360262, 0.0015968808360657051, 2.374744749307089, 0.0, 1.5536320572838802]",0.005208835723399836,1.188902735710144,0,37483520,0.23906779289245605
752,BoTorch,2,2,"[3.1415927410125732, 2.371309611306578, 2.5376564283161054, 1.2135910683027966, 1.6746841434495254]",0.897585342585477,1.188902735710144,0,37487104,0.16506075859069824
753,BoTorch,3,2,"[3.1415927410125732, 2.5808163927071774, 2.7610886007212967, 0.7857277370472151, 2.4124096788197233]",0.06445879904770194,1.188902735710144,0,37490176,0.19980835914611816
754,BoTorch,4,2,"[2.7435903510443684, 2.126520962303564, 1.990127981784507, 1.4379950956528538, 1.0634434380461237]",0.5149872523171332,1.188902735710144,0,37493760,0.17740917205810547
755,BoTorch,5,2,"[0.3279304643566672, 0.1651809463943965, 0.9931948639725452, 0.2856331741963458, 2.2725367960186214]",0.20685406171927678,1.188902735710144,0,37496832,0.09129691123962402
756,BoTorch,6,2,"[2.9075188519935455, 2.3703611768788404, 0.267668788379114, 0.5862123274371744, 0.8911496863817514]",0.29874426366204376,1.188902735710144,0,37498880,0.10048317909240723
757,BoTorch,7,2,"[1.3764679801642155, 0.200338973765678, 1.3637474682355832, 2.618229631829333, 1.0148851969112527]",1.4510385928101148,1.4510385928101148,7,37502464,0.09338712692260742
758,BoTorch,8,2,"[1.277670287708239, 0.09086120038896729, 1.3124335510002532, 2.928392390813491, 0.8062984010263795]",1.14963969474572,1.4510385928101148,7,37505024,0.10340166091918945
759,BoTorch,9,2,"[0.8301785978653415, 0.3262116792803799, 1.540092768997058, 2.6825891086482696, 1.0283311304980527]",0.7601583758717821,1.4510385928101148,7,37507072,0.809455394744873
760,BoTorch,10,2,"[1.7863984099510106, 0.16855258038730947, 1.0551555931505376, 2.6751373658924193, 0.7014290122348021]",0.0971713328410793,1.4510385928101148,7,37510656,0.1309065818786621
761,BoTorch,11,2,"[2.9901215815187534, 1.314333520297012, 3.0616245017320534, 2.915327391044966, 0.55474200065604]",0.26186133083525853,1.4510385928101148,7,37513728,0.10029006004333496
762,BoTorch,12,2,"[1.2559399790553238, 2.560548792111499, 2.0990740477834837, 2.749646413385489, 2.2546474666784535]",0.5267163729792406,1.4510385928101148,7,37517312,0.10141944885253906
763,BoTorch,13,2,"[0.07654201189762899, 2.2502838218451346, 1.2421525229059216, 0.778344099408721, 1.7741344346738575]",1.2608951529046009,1.4510385928101148,7,37520896,0.11179661750793457
764,BoTorch,14,2,"[1.5256405090811687, 0.6718239986548946, 0.9832559796672713, 1.9397421055063424, 2.681451320739958]",0.9420909640406411,1.4510385928101148,7,37522944,0.11144447326660156
765,BoTorch,15,2,"[0.6740709677412726, 0.11303472676399862, 1.6512991395869925, 1.8672576901196603, 3.0906029406009994]",0.44964772897435407,1.4510385928101148,7,37526528,0.1228187084197998
766,BoTorch,16,2,"[1.4082853491592795, 0.6557631150819965, 1.1673269118767537, 0.6280908923956874, 2.683570717514602]",0.4871842549782144,1.4510385928101148,7,37531136,0.123748779296875
767,BoTorch,17,2,"[2.004332518165035, 1.5202282094294162, 0.37549143924276884, 1.552165107612391, 2.1853477216346917]",1.713880122722885,1.713880122722885,17,37534720,0.11866641044616699
768,BoTorch,18,2,"[2.88790802205235, 1.0540010761102248, 0.9603176254287393, 0.3718433105877672, 2.4422817251053583]",0.004796666632545763,1.713880122722885,17,37538304,0.09967517852783203
769,BoTorch,19,2,"[0.11721924605103462, 2.0698483055321915, 1.8524875801657248, 2.8472881138083936, 1.8568872595981745]",0.003268731728260052,1.713880122722885,17,37541888,0.11714339256286621
770,BoTorch,20,2,"[0.019879155456925535, 2.6226677626016484, 2.2980357426559284, 2.246897189804079, 1.429788320322689]",0.40491964945723574,1.713880122722885,17,37545472,0.10313844680786133
771,BoTorch,21,2,"[2.9477519266507093, 1.503972854299157, 0.9348386183654078, 1.1793487721471563, 1.1799761826187793]",1.4704255531223873,1.713880122722885,17,37549056,0.11778664588928223
772,BoTorch,22,2,"[1.8054794186304723, 1.5920372394076487, 2.4798048229428438, 0.10241374518194069, 3.038636893966258]",1.0344120672904296,1.713880122722885,17,37551104,0.12343955039978027
773,BoTorch,23,2,"[2.0250810185664294, 1.09786035905728, 1.8663514737868958, 0.8870058449959595, 1.9369305582815943]",0.4660785877408227,1.713880122722885,17,37556224,0.12734603881835938
774,BoTorch,24,2,"[1.8271716270302096, 1.8670971670401915, 1.1866603286548583, 0.8739993735365792, 0.7741293503816538]",0.6576283614210281,1.713880122722885,17,37559808,0.10489106178283691
775,BoTorch,25,2,"[2.3160875349049928, 0.008968463422059925, 0.667915444242011, 2.1242045409372565, 1.7971159625519462]",0.7567611372446459,1.713880122722885,17,37563392,0.11582541465759277
776,BoTorch,26,2,"[0.5831277148419878, 0.6679461040799695, 3.1325905807345378, 2.5852449126912527, 0.8384797888777817]",0.09446614931342934,1.713880122722885,17,37566976,0.10764813423156738
777,BoTorch,27,2,"[1.2614266446867872, 0.6113301546458649, 1.7602031707474253, 2.8055632020658585, 1.7732921946763158]",0.411704519034381,1.713880122722885,17,37570560,0.11597633361816406
778,BoTorch,28,2,"[0.346609283792807, 1.7580099287919215, 1.9003680856275917, 2.0822005570824818, 0.1305461433920696]",0.19547717139750856,1.713880122722885,17,37574144,0.1115264892578125
779,BoTorch,29,2,"[3.0314456800289413, 1.4873969679571386, 2.274996116447623, 0.04929691156313698, 2.5979531916985654]",1.4816224798848678,1.713880122722885,17,37578752,0.1270735263824463
780,BoTorch,30,2,"[1.2694672727721057, 0.22925964199806637, 0.04067854492804113, 1.4837165000341768, 3.0682103162637797]",6.834325205480724e-05,1.713880122722885,17,37582336,0.13887262344360352
781,BoTorch,31,2,"[0.4552338712597981, 1.2178413604519311, 1.843165704984241, 1.682554680729752, 0.7649196107999023]",0.022409296395335458,1.713880122722885,17,37587456,0.11777591705322266
782,BoTorch,32,2,"[2.588916486072045, 0.35762459202826835, 1.921319618583185, 2.8432262631315544, 0.1893105694872066]",0.019777291209266013,1.713880122722885,17,37591040,0.11808371543884277
783,BoTorch,33,2,"[1.4518949441674533, 2.201371160355391, 2.364740665942744, 0.5298324637292717, 1.0232996678704587]",0.7891530371493607,1.713880122722885,17,37594624,0.11806750297546387
784,BoTorch,34,2,"[2.473254024819237, 2.7310342708314215, 2.329135807786733, 0.7332895596925926, 0.08141637607581242]",0.6140169091628879,1.713880122722885,17,37599744,0.13147878646850586
785,BoTorch,35,2,"[1.0517473044545889, 0.08314707550597822, 0.8255789839942074, 2.9953264627877827, 1.5925242126655903]",0.028833091838809173,1.713880122722885,17,37603328,0.14459657669067383
786,BoTorch,36,2,"[1.579197531836437, 0.34141922481016884, 1.8748411007015975, 0.3888550616802877, 1.6842230335154806]",0.6715446646306186,1.713880122722885,17,37608448,0.111541748046875
787,BoTorch,37,2,"[3.0537220228564763, 1.837238303084936, 0.1898515185721028, 1.852283526494678, 1.814355305668064]",0.3677611769929737,1.713880122722885,17,37612032,0.1225588321685791
788,BoTorch,38,2,"[0.733454992325272, 2.105742063684372, 2.5690488232998696, 0.6974951044223965, 2.6473563959664634]",0.36817024697730144,1.713880122722885,17,37615616,0.11801767349243164
789,BoTorch,39,2,"[2.974826023560321, 2.2948061226908534, 1.1213952913051384, 1.9981833495820867, 0.9043932237224739]",0.8214145939571795,1.713880122722885,17,37620736,0.12777209281921387
790,BoTorch,40,2,"[2.1930667183938244, 3.049776690682057, 2.3399517436891317, 1.7327152143016722, 1.1075231731582968]",1.0451529355282039,1.713880122722885,17,37625856,0.13859891891479492
791,BoTorch,41,2,"[2.3037664815465284, 2.942629477891904, 1.0923210078926437, 0.7411961522939225, 1.745459340654597]",1.5927587008134956,1.713880122722885,17,37629440,0.13745760917663574
792,BoTorch,42,2,"[1.0902325050228578, 0.8826305728894235, 0.9244659203208361, 2.6310286263892655, 0.6505460360016824]",0.0014726968754691387,1.713880122722885,17,37635584,0.13768506050109863
793,BoTorch,43,2,"[2.5760500188025826, 0.030862112721081747, 2.484037902333954, 2.9879441654114713, 1.2833416877003956]",0.061808144391400734,1.713880122722885,17,37639168,0.12117218971252441
794,BoTorch,44,2,"[3.078108625072078, 1.578027685955108, 0.7119159660818775, 1.259012940970603, 1.923723506118784]",1.1176999302355106,1.713880122722885,17,37644288,0.13683533668518066
795,BoTorch,45,2,"[0.2087726177297644, 1.4633127626202813, 1.1605347205600058, 0.9674217752570635, 2.310811427078537]",1.2442232578942332,1.713880122722885,17,37649408,0.1665046215057373
796,BoTorch,46,2,"[1.9300940891927294, 1.4957446125963456, 0.44815633413616557, 1.4652879039715467, 2.1303238453157514]",1.0201289305982724,1.713880122722885,17,37651968,3.0159006118774414
797,BoTorch,47,2,"[2.2865557368686673, 2.3828639090242123, 1.017387310259093, 1.0509698604970752, 1.5401227569951355]",1.3759821281833302,1.713880122722885,17,37657088,1.625579833984375
798,BoTorch,48,2,"[1.6000678185496509, 2.37314501772992, 1.1447137312777844, 0.9568019075216214, 1.7271060951496207]",1.4507688631955296,1.713880122722885,17,37662208,2.261699676513672
799,BoTorch,49,2,"[1.2206310435841876, 2.8263588172069176, 1.063820804369581, 0.7448879296122763, 1.6037777273120029]",0.16252126988536506,1.713880122722885,17,37667328,2.420947313308716
800,BoTorch,50,2,"[2.02158420281615, 1.8404987597833888, 0.9249335070395304, 1.2608486052759185, 1.7397159096613104]",1.4537380307906655,1.713880122722885,17,37673472,0.16855502128601074
801,BoTorch,51,2,"[2.63800056221048, 2.1595077204165776, 1.100248117071623, 1.225511456142808, 1.718119794751361]",1.4304825222345088,1.713880122722885,17,37677568,0.2609577178955078
802,BoTorch,52,2,"[2.9035159949182776, 2.243592157171246, 0.9558338444048017, 1.197053055721553, 1.5453462804166147]",0.4896307928309357,1.713880122722885,17,37682688,1.632946491241455
803,BoTorch,53,2,"[1.486695268491188, 1.698757432201439, 0.8588713827789165, 1.2428775594134172, 1.8245983236697274]",0.6980093913819344,1.713880122722885,17,37688832,0.16852617263793945
804,BoTorch,54,2,"[2.246028849095196, 2.334591562537237, 0.7635485567120014, 0.9784086180661978, 2.0437990702405173]",1.0052196456322706,1.713880122722885,17,37692416,0.17884349822998047
805,BoTorch,55,2,"[2.827758074983292, 1.5627075948598035, 1.017045096036966, 3.1093016381685534, 2.658519839290754]",1.2633248543689544,1.713880122722885,17,37701632,0.12627315521240234
806,BoTorch,56,2,"[2.215812195750645, 1.9994167722573635, 1.165274320363572, 1.7255859255104606, 1.7831561100217905]",1.511591989305881,1.713880122722885,17,37705728,0.22762846946716309
807,BoTorch,57,2,"[2.2740524218381886, 1.7180565411769075, 0.9128608729512256, 1.7093548577701214, 1.6980987155421354]",1.9500796377804432,1.9500796377804432,57,37711872,0.18864703178405762
808,BoTorch,58,2,"[2.3200681663920304, 1.6094774483748877, 0.8519138810506263, 1.9955507845175966, 1.7216906521325022]",2.7711717715749,2.7711717715749,58,37715968,0.1690840721130371
809,BoTorch,59,2,"[2.5566418410568748, 0.018217450171134075, 2.388317262098659, 0.9712269949856245, 0.06398492840385184]",0.2417553473481364,2.7711717715749,58,37722112,0.1420302391052246
810,BoTorch,60,2,"[2.5545298612770995, 0.3718362300640665, 1.0828114725005655, 1.3720967574150356, 1.0302750721267162]",0.8901468448434148,2.7711717715749,58,37727232,0.1527566909790039
811,BoTorch,61,2,"[3.0034265731238596, 2.7112125875757576, 1.8711112241820516, 1.5248254062147526, 0.4623302822512676]",0.41274652948880625,2.7711717715749,58,37732352,0.16742157936096191
